Term,Course,Section,CRN,Name,A,B,C,D,F,I,NR,S,U,V,W,Total,Class Size Group,Calculated GPA,Level
201305,LCC 8910,AM,56918,"Mazalek,Alexandra",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201305,LCC 8910,CP,56664,"Pearce,Celia",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201305,LCC 8910,JB,56787,"Bolter,Jay D",,,,,,100%,,,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,LCC 9000,A,53224,"Mazalek,Alexandra",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,MATH 1803,GRY,56426,"Grodzinsky,Klara J",,,100%,,,,,,,,,100%,Very Small (Fewer than 10 students),2.00,Undergraduate
201305,MATH 2605,PAA,56924,"Tossounian,Hagop B",,,,,,,,,,100%,,100%,Very Small (Fewer than 10 students),N/A,Undergraduate
201305,MATH 4080,MOR,51416,"Morley,Thomas",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201305,MATH 4080,TET,53475,"Tetali,Prasad",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201305,MATH 8900,BAN,53125,"Bakhtin,Yury Y",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201305,MATH 8900,BEK,52062,"Belegradek,Igor",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201305,MATH 8900,BON,52266,"Bonetto,Federico",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201305,MATH 8900,BUN,50582,"Bunimovich,Leonid",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,MATH 8900,CRO,52122,"Croot III,Ernest Samuel",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201305,MATH 8900,HEH,50589,"Heitsch,Christine E",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,MATH 8900,KOL,52606,"Koltchinskii,Vladimir I",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201305,MATH 8900,LIU,52335,"Liu,Yingjie",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201305,MATH 8900,MAT,52338,"Matzinger,Heinrich Felix",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,MATH 8900,MCC,50918,"McCuan,John",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,MATH 8900,PEN,50583,"Peng,Liang",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201305,MATH 8900,TRO,52021,"Trotter,William T",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201305,MATH 8900,YI,50594,"Yi,Yingfei",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201305,MATH 8900,YU,51970,"Yu,Xing Xing",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201305,MATH 9000,BAN,53126,"Bakhtin,Yury Y",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,MATH 9000,BON,52345,"Bonetto,Federico",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,MATH 9000,CRO,52348,"Croot III,Ernest Samuel",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,MATH 9000,DIE,50549,"Dieci,Luca",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,MATH 9000,GAN,50550,"Gangbo,Wilfred",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,MATH 9000,GAR,52350,"Garoufalidis,Stavros",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,MATH 9000,HOU,50552,"Houdre,Christian",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,MATH 9000,KOL,52608,"Koltchinskii,Vladimir I",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,MATH 9000,LAC,52052,"Lacey,Michael",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,MATH 9000,LEY,50553,"Leykin,Anton",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,MATH 9000,LOS,52360,"Loss,Michael",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,MATH 9000,PAN,52366,"Pan,Ronghua",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,MATH 9000,THO,50557,"Thomas,Robin",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,MATH 9000,ZHO,52371,"Zhou,Haomin",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ME 2698,BAS,56893,"Bassiri-Gharb,Nazanin",,,,,,,,,,100%,,100%,Very Small (Fewer than 10 students),N/A,Undergraduate
201305,ME 2698,KUR,56646,"Kurfess,Thomas R",,,,,,,,,,100%,,100%,Very Small (Fewer than 10 students),N/A,Undergraduate
201305,ME 2699,DIX,56725,"Dixit,Akash",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201305,ME 2699,GAR,53841,"Garcia,Andres J",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201305,ME 2699,HU,54863,"Hu,David L",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201305,ME 2699,LIE,56831,"Lieuwen,Timothy Charles",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201305,ME 2699,PUC,56884,"Pucha,Raghuram V",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201305,ME 2699,UED,56859,"Ueda,Jun",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201305,ME 4189,QUP,56655,"Whiteman,Wayne E",,,,,100%,,,,,,,100%,Very Small (Fewer than 10 students),0.00,Undergraduate
201305,ME 4698,FOR,54430,"Forest,Craig R",,,,,,,,,,100%,,100%,Very Small (Fewer than 10 students),N/A,Undergraduate
201305,ME 4698,GA,55331,"Garimella,Srinivas",,,,,,,,,,100%,,100%,Very Small (Fewer than 10 students),N/A,Undergraduate
201305,ME 4698,GUL,56583,"Guldberg,Robert E",,,,,,,,,,100%,,100%,Very Small (Fewer than 10 students),N/A,Undergraduate
201305,ME 4698,ROS,56830,"Rosen,David W",,,,,,,,,,100%,,100%,Very Small (Fewer than 10 students),N/A,Undergraduate
201305,ME 4698,S12,56935,"Sulchek,Todd A",,,,,,,,,,100%,,100%,Very Small (Fewer than 10 students),N/A,Undergraduate
201305,ME 4698,SIT,56008,"Sitaraman,Suresh K",,,,,,,,,,100%,,100%,Very Small (Fewer than 10 students),N/A,Undergraduate
201305,ME 4698,STR,56943,"Streator,Jeffrey L",,,,,,,,,,100%,,100%,Very Small (Fewer than 10 students),N/A,Undergraduate
201305,ME 4698,SUL,54367,"Sulchek,Todd A",,,,,,,,,,100%,,100%,Very Small (Fewer than 10 students),N/A,Undergraduate
201305,ME 4698,W12,56894,"Wang,Zhong Lin",,,,,,,,,,100%,,100%,Very Small (Fewer than 10 students),N/A,Undergraduate
201305,ME 4699,AD1,56905,"Dixit,Akash",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201305,ME 4699,CO,54408,"Cola,Baratunde Aole",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201305,ME 4699,DIX,54818,"Dixon,James Brandon",,,,,,100%,,,,,,100%,Very Small (Fewer than 10 students),N/A,Undergraduate
201305,ME 4699,FE2,54979,"Ferri,Aldo A",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201305,ME 4699,FOR,56647,"Forest,Craig R",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201305,ME 4699,GAL,56886,"Gall,Kenneth A",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201305,ME 4699,GRE,56885,"Green,Itzhak",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201305,ME 4699,HU2,56933,"Hu,David L",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201305,ME 4699,JAC,54783,"Jacobs,Laurence J",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201305,ME 4699,KAL,54398,"Kalaitzidou,Kyriaki",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201305,ME 4699,KU2,56714,"Kumar,Satish",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201305,ME 4699,LEA,53796,"Leamy,Michael Joseph",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201305,ME 4699,MA1,56755,"Mayor,James Rhett",,100%,,,,,,,,,,100%,Very Small (Fewer than 10 students),3.00,Undergraduate
201305,ME 4699,MAY,53285,"Mayor,James Rhett",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201305,ME 4699,RE5,56832,"Rehg,James Matthew",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201305,ME 4699,SAB,54868,"Sabra,Karim G",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201305,ME 4699,SIN,52784,"Singhose,William E",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201305,ME 4699,SU1,56912,"Sulchek,Todd A",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201305,ME 4699,THO,55959,"Thomas,Susan Napier",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201305,ME 4699,ZI4,56860,"Zinn,Ben T",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201305,ME 7000,ABD,50137,"Abdel-Khalik,Said I",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ME 7000,ANT,54727,"Antoniou,Antonia",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ME 7000,CO,54406,"Cola,Baratunde Aole",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ME 7000,FED,50927,"Fedorov,Andrei G",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ME 7000,GL,52657,"Gleason Jr.,Rudolph Lawson",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ME 7000,HEN,56588,"Henry,Asegun Sekou",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ME 7000,JOS,51114,"Joshi,Yogendra K",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ME 7000,KU,50066,"Ku,David N",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ME 7000,KUM,54206,"Kumar,Satish",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ME 7000,LIA,50068,"Liang,Steven Y",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ME 7000,LIN,56564,"Linsey,Julie Stahmer",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ME 7000,MAY,53242,"Mayor,James Rhett",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ME 7000,MCD,50070,"McDowell,David L",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ME 7000,MEL,50071,"Melkote,Shreyes N",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ME 7000,NEU,50075,"Neu,Richard W",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ME 7000,QGH,51919,"Ghiaasiaan,Seyed M",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ME 7000,QNE,56608,"Neu,Richard W",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ME 7000,RJI,56778,"Jiao,Jianxin",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ME 7000,ROS,50077,"Rosen,David W",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ME 7000,RUZ,56723,"Ruzzene,Massimo",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ME 7000,SAL,50079,"Salant,Richard F",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ME 7000,SIN,50081,"Singhose,William E",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ME 7000,TIN,50979,"Ting,Lena H",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ME 7000,UED,54234,"Ueda,Jun",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ME 7000,ZHU,50090,"Zhu,Cheng",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ME 8913,PAR,56651,"Paredis,Christiaan Jos Jan",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201305,ME 8916,BRA,56883,"Bras,Berdinus A",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201305,ME 8916,ROS,56828,"Rosen,David W",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201305,ME 8931,QJE,56055,"Jeter,Sheldon M",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201305,ME 8933,JET,53267,"Jeter,Sheldon M",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201305,ME 8941,SIN,56829,"Singhose,William E",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201305,ME 8943,SAD,56722,"Sadegh,Nader",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201305,ME 8943,SIN,54431,"Singhose,William E",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201305,ME 8946,WHI,56942,"Whiteman,Wayne E",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201305,ME 8997,WHI,53157,"Whiteman,Wayne E",,,,,,,,,,100%,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ME 9000,CO,54407,"Cola,Baratunde Aole",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ME 9000,DAN,50100,"Danyluk,Steven",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ME 9000,DSC,55778,"Schaefer,Dirk",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ME 9000,GTL,52493,"Cherkaoui,Mohammed",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ME 9000,JOH,50136,"Johnson,William Steven",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ME 9000,LEA,53580,"Leamy,Michael Joseph",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ME 9000,LIN,56563,"Linsey,Julie Stahmer",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ME 9000,MAY,53243,"Mayor,James Rhett",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ME 9000,MCH,54769,"Cherkaoui,Mohammed",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ME 9000,NTH,54683,"Thadhani,Naresh N",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ME 9000,PET,55965,"Peterson,George P",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ME 9000,RHY,53584,"Ryherd,Erica Eileen",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ME 9000,ROG,50118,"Rogers,Peter",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ME 9000,SAD,50120,"Sadegh,Nader",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ME 9000,SAL,50121,"Salant,Richard F",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ME 9000,UME,50127,"Ume,Ifeanyi Charles",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,ME 9000,ZIN,50135,"Zinn,Ben T",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,MGT 2598,TSA,53906,"Buchanan,Michael Thomas",,,,,,,,,,100%,,100%,Very Small (Fewer than 10 students),N/A,Undergraduate
201305,MGT 2598,TSB,56892,"Turner,James Milton",,,,,,,,,,100%,,100%,Very Small (Fewer than 10 students),N/A,Undergraduate
201305,MGT 2598,TSC,56940,"Rodriguez Vila,Omar",,,,,,,,,,100%,,100%,Very Small (Fewer than 10 students),N/A,Undergraduate
201305,MGT 2599,TSA,52732,"Dommer,Sara Loughran",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Undergraduate
201305,MGT 2599,TSB,53801,"Dommer,Sara Loughran",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Undergraduate
201305,MGT 2599,TSC,55931,"Davis-Nozemack,Karie Denise",,,,,,,,,,,100%,100%,Very Small (Fewer than 10 students),N/A,Undergraduate
201305,MGT 2599,TSD,55935,"Milne,Stuart H",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Undergraduate
201305,MGT 2599,TSF,56054,"Bond,Samuel Devere",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Undergraduate
201305,MGT 4598,TSA,54488,"Smith,Michael A",,,,,,,,,,100%,,100%,Very Small (Fewer than 10 students),N/A,Undergraduate
201305,MGT 4598,TSB,52535,"Marchman,Barry Malcom",,,,,,,,,,100%,,100%,Very Small (Fewer than 10 students),N/A,Undergraduate
201305,MGT 4598,TSC,52696,"Marr,Gregory David",,,,,,,,,,100%,,100%,Very Small (Fewer than 10 students),N/A,Undergraduate
201305,MGT 4598,TSD,56061,"Ghosh,Soumen",,,,,,,,,,100%,,100%,Very Small (Fewer than 10 students),N/A,Undergraduate
201305,MGT 4598,TSE,56087,"Kantak,Donna Massey",,,,,,,,,,100%,,100%,Very Small (Fewer than 10 students),N/A,Undergraduate
201305,MGT 4598,TSF,56908,"Buchanan,Michael Thomas",,,,,,,,,,100%,,100%,Very Small (Fewer than 10 students),N/A,Undergraduate
201305,MGT 4599,TSA,52434,"Kantak,Donna Massey",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Undergraduate
201305,MGT 4599,TSC,56691,"Bond,Samuel Devere",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Undergraduate
201305,MGT 4599,TSD,56693,"Vantine,Peter M",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Undergraduate
201305,MGT 4599,TSE,56711,"Kantak,Donna Massey",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Undergraduate
201305,MGT 4599,TSF,56716,"Bond,Samuel Devere",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Undergraduate
201305,MGT 4599,TSG,56729,"Turner,Deborah H",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Undergraduate
201305,MGT 4599,TSH,56857,"Bond,Samuel Devere",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Undergraduate
201305,MGT 4599,TSJ,56872,"Ulgado,Francis M",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Undergraduate
201305,MGT 4599,TSK,56875,"Todd,William Joseph",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Undergraduate
201305,MGT 4599,TSL,56876,"Buchanan,Michael Thomas",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Undergraduate
201305,MGT 4599,TSM,56928,"Kantak,Donna Massey",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Undergraduate
201305,MGT 4698,TSA,56874,"Rodriguez Vila,Omar",,,,,,,,,,100%,,100%,Very Small (Fewer than 10 students),N/A,Undergraduate
201305,MGT 4910,TS1,56906,"Turner,Deborah H",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201305,MGT 4910,TSB,52230,"Kantak,Donna Massey",,100%,,,,,,,,,,100%,Very Small (Fewer than 10 students),3.00,Undergraduate
201305,MGT 4910,TSC,52379,"Burgess,Robert H.",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201305,MGT 4910,TSD,54970,"Ghosh,Soumen",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201305,MGT 4910,TSE,52422,"Ulgado,Francis M",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201305,MGT 4910,TSF,52435,"Butler,Seletha Rochell",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201305,MGT 4910,TSG,56063,"Rodriguez Vila,Omar",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201305,MGT 4910,TSH,56895,"Buchanan,Michael Thomas",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201305,MGT 4910,TSI,56900,"Chang,Yih-Long",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201305,MGT 4910,TSJ,56915,"Dommer,Sara Loughran",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Undergraduate
201305,MGT 6057,TSA,56791,"Forman,Christopher Michael",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201305,MGT 8803,EX,56763,"Rubinoff,Arnold E",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201305,MGT 8903,EM5,55177,"Turner,Deborah H",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201305,MGT 8903,EM9,55776,"Turner,Deborah H",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201305,MGT 8903,EMC,56793,"Jayaraman,Narayanan",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201305,MGT 8903,TA1,55247,"Ramachandran,Karthik",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201305,MGT 8903,TBS,54465,"Kohli,Ajay Kumar",,100%,,,,,,,,,,100%,Very Small (Fewer than 10 students),3.00,Graduate
201305,MGT 8903,TS1,52650,"Challagalla,Goutam N",,100%,,,,,,,,,,100%,Very Small (Fewer than 10 students),3.00,Graduate
201305,MGT 8903,TS2,52651,"Subramanian,Ravi",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,MGT 8903,TS9,54336,"Forman,Christopher Michael",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201305,MGT 8903,TSA,52161,"Toktay-Tsiotras,Latife Beril",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201305,MGT 8903,TSD,52421,"Shalley,Christina E",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,MGT 8903,TSG,52428,"Atasu,Atalay",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201305,MGT 8903,TSL,52468,"Hales,Jeffrey W",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201305,MGT 8903,TSN,52489,"Chava,Sudheer",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,MGT 8903,TSO,52763,"Dommer,Sara Loughran",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201305,MGT 8903,TSP,52490,"Ghosh,Soumen",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,MGT 8903,TSQ,52521,"Blum,Terry C",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201305,MGT 8903,TSS,54444,"Overby,Eric Marvin",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201305,MGT 8903,TSU,52531,"Rothaermel,Frank T",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201305,MGT 8903,TSV,52649,"Hu,Yu",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201305,MGT 8903,TSW,52615,"Higgins,Matthew John",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,MGT 8903,TSX,52616,"Conti,Annamaria",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201305,MGT 8903,TSZ,52635,"Lee,Seo Yeon",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201305,MGT 9000,TS0,54381,"Bond,Samuel Devere",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,MGT 9000,TS4,54255,"Ceccagnoli,Marco",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,MGT 9000,TSC,52637,"Lee,Seo Yeon",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,MGT 9000,TSF,52691,"Lee,Jeongsik J",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,MGT 9000,TSH,53133,"Wu,Dongjun",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,MGT 9000,TSK,53178,"Slaughter,Sandra A",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,MGT 9000,TSL,53244,"Nanda,Vikram K",,,,,,,100%,,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,MGT 9000,TSM,53628,"Overby,Eric Marvin",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,MGT 9000,TSP,53743,"Atasu,Atalay",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,MGT 9000,TSQ,53745,"Gaimon,Cheryl",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,MP 9000,BAO,55971,"Bao,Benjamin C",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,MP 9000,CHO,53985,"Cho,Sang Hyun",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201305,MSE 2698,JRR,56513,"Reynolds,John Robert",,,,,,,,,,100%,,100%,Very Small (Fewer than 10 students),N/A,Undergraduate
201305,MSE 2698,KS,56512,"Sandhage,Kenneth H.",,,,,,,,,,100%,,100%,Very Small (Fewer than 10 students),N/A,Undergraduate
