Term,Course,Section,CRN,Name,A,B,C,D,F,I,NR,S,U,V,W,Total,Class Size,Calculated GPA,Level
201308,CS 6601,A,88671,"Starner,Thad E",54%,27%,7%,,2%,,,2%,,,7%,100%,Large (31-49 students),3.43,Graduate
201308,CS 6750,A,80287,"Walker,Bruce N",69%,27%,,,2%,,,,,,2%,100%,Large (31-49 students),3.64,Graduate
201308,CS 6753,A,89500,"Foley,James D",100%,,,,,,,,,,,100%,Very Large (50 students or more),4.00,Graduate
201308,CS 6754,A,90780,"Eastman,Charles",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 6763,A,91214,"Swarts,Matthew E.",67%,33%,,,,,,,,,,100%,Very Small (Fewer than 10 students),3.67,Graduate
201308,CS 6998,A08,89436,"Arriaga,Rosa I",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 6998,B02,89437,"Bruckman,Amy S",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 6998,C04,91593,"Clark,Russell J",,,,,100%,,,,,,,100%,Very Small (Fewer than 10 students),0.00,Graduate
201308,CS 6998,D09,89439,"Do,Yi-Luen Ellen",,100%,,,,,,,,,,100%,Very Small (Fewer than 10 students),3.00,Graduate
201308,CS 6998,M08,89448,"Jackson,Melody Moore",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 6998,S06,89452,"Starner,Thad E",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 6998,A01,89435,"Abowd,Gregory D",50%,,50%,,,,,,,,,100%,Very Small (Fewer than 10 students),3.00,Graduate
201308,CS 6998,M06,89447,"MacIntyre,Blair",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 6998,S04,89451,"Stasko,John T",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 6998,W01,89454,"Walker,Bruce N",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 6999,B02,88810,"Bruckman,Amy S",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 6999,B03,88033,"Bobick,Aaron",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 6999,C04,88037,"Clark,Russell J",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 6999,C11,91514,"Chau,Duen Horng",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 6999,D07,88043,"Dovrolis,Konstantinos",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 6999,D09,88042,"Do,Yi-Luen Ellen",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 6999,E08,91555,"Eisenstein,Jacob R",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 6999,G02,88049,"Goel,Ashok K",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 6999,G14,89163,"Gilbert,Eric E",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 6999,H03,88055,"Harrold,Mary Jean",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 6999,K06,88058,"Kim,Hyesoon",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 6999,M06,87969,"MacIntyre,Blair",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 6999,M16,88180,"Magerko,Brian S",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 6999,O02,88069,"Orso,Alessandro",,100%,,,,,,,,,,100%,Very Small (Fewer than 10 students),3.00,Graduate
201308,CS 6999,P09,88075,"Park,Haesun",,100%,,,,,,,,,,100%,Very Small (Fewer than 10 students),3.00,Graduate
201308,CS 6999,R04,88081,"Rossignac,Jaroslaw R",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 6999,R12,88079,"Riedl,Mark O",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 6999,S16,88085,"Stilman,Michael",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 6999,S20,91438,"Song,Le",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 6999,T07,88087,"Traynor,Patrick Gerard",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 6999,W01,88095,"Walker,Bruce N",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 6999,W05,88097,"Wolf,Matthew",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 6999,Y01,89161,"Yalamanchili,Sudhakar",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 6999,E05,88044,"Edwards,Warren Keith",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 6999,F02,89420,"Fujimoto,Richard M",50%,,50%,,,,,,,,,100%,Very Small (Fewer than 10 students),3.00,Graduate
201308,CS 6999,F07,88048,"Feamster,Nicholas G",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 6999,L10,88062,"Liu,Cheng-Yun Karen",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 6999,N01,87977,"Navathe,Shamkant B",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 6999,P05,88070,"Pande,Santosh",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 6999,S02,87972,"Schwans,Karsten",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 6999,S06,88083,"Starner,Thad E",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 6999,T02,88088,"Turk,Gregory",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 6999,G08,88053,"Gavrilovska Habl,Ada",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 6999,R08,87970,"Rehg,James Matthew",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 7000,C09,89192,"Conte,Thomas M.",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 7000,C11,91211,"Chau,Duen Horng",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 7000,K06,85973,"Kim,Hyesoon",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 7000,S06,84029,"Starner,Thad E",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 7000,T05,86728,"Thomaz,Andrea Lockerd",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 7001,A,80288,"Feamster,Nicholas G",100%,,,,,,,,,,,100%,Large (31-49 students),4.00,Graduate
201308,CS 7260,A,85601,"Xu,Jun",70%,26%,2%,,,,,,,,2%,100%,Very Large (50 students or more),3.69,Graduate
201308,CS 7450,A,87698,"Stasko,John T",46%,40%,6%,4%,,2%,,,,2%,,100%,Very Large (50 students or more),3.33,Graduate
201308,CS 7495,A,85644,"Dellaert,Frank",88%,13%,,,,,,,,,,100%,Small (10-20 students),3.88,Graduate
201308,CS 7496,A,89985,"Liu,Cheng-Yun Karen",75%,8%,,4%,,,,,,,13%,100%,Mid-size (21-30 students),3.76,Graduate
201308,CS 7545,A,89911,"Balcan,Maria-Florina",81%,,,,,,,,,8%,12%,100%,Mid-size (21-30 students),4.00,Graduate
201308,CS 7637,A,87701,"Goel,Ashok K",68%,11%,5%,,,,,,,5%,11%,100%,Small (10-20 students),3.75,Graduate
201308,CS 7641,A,89396,"Song,Le",52%,29%,5%,,,,,,2%,5%,7%,100%,Large (31-49 students),3.56,Graduate
201308,CS 7646,QCF,89076,"Balch,Tucker R",78%,6%,6%,,,,,,,11%,,100%,Small (10-20 students),3.81,Graduate
201308,CS 7646,A,87983,"Balch,Tucker R",91%,7%,,,,,,,,,2%,100%,Very Large (50 students or more),3.93,Graduate
201308,CS 7649,A,87756,"Stilman,Michael",95%,,,,,,,,,5%,,100%,Small (10-20 students),4.00,Graduate
201308,CS 7650,A,89989,"Eisenstein,Jacob R",46%,25%,,4%,,,,4%,,,21%,100%,Mid-size (21-30 students),3.50,Graduate
201308,CS 7697,A,89990,"Nersessian,Nancy J",62%,8%,15%,,,,,8%,,8%,,100%,Small (10-20 students),3.55,Graduate
201308,CS 7785,A,85736,"Lipkin,Harvey",89%,,11%,,,,,,,,,100%,Very Small (Fewer than 10 students),3.78,Graduate
201308,CS 7999,P14,91563,"Pradalier,Cedric",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 7999,PHD,80118,"Isbell Jr,Charles Lee",,,,,,,,67%,,,33%,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 8001,LST,90792,"Guzdial,Mark",,,,,,,,,,,100%,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 8001,CAT,91170,"Disalvo,Elizabeth Nora",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 8001,RIM,84434,"Christensen,Henrik Iskov",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 8001,AHS,84955,"Jones,Brian D",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 8001,INF,82308,"Traynor,Patrick Gerard",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 8001,SC,80993,"Bruckman,Amy S",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 8001,SYS,82934,"Schwans,Karsten",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 8001,HCC,90083,"Disalvo,Elizabeth Nora",,,,,,,,100%,,,,100%,Small (10-20 students),N/A,Graduate
201308,CS 8001,CAS,82895,"Kim,Hyesoon",,,,,,,,100%,,,,100%,Small (10-20 students),N/A,Graduate
201308,CS 8001,SDN,90975,"Feamster,Nicholas G",,,,,,,,100%,,,,100%,Small (10-20 students),N/A,Graduate
201308,CS 8001,BIS,91372,"Rehg,James Matthew",,,,,,,,94%,,6%,,100%,Small (10-20 students),N/A,Graduate
201308,CS 8001,GVU,81721,"Edwards,Warren Keith",,,,,,,,100%,,,,100%,Large (31-49 students),N/A,Graduate
201308,CS 8002,HCC,90084,"Disalvo,Elizabeth Nora",,,,,,,,100%,,,,100%,Mid-size (21-30 students),N/A,Graduate
201308,CS 8750,A,85174,"Christensen,Henrik Iskov",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 8751,A,85754,"Christensen,Henrik Iskov",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 8803,M01,91530,"McCracken,W Michael",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 8803,GS1,91524,"MacIntyre,Blair",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 8803,EAI,89133,"Magerko,Brian S",25%,75%,,,,,,,,,,100%,Very Small (Fewer than 10 students),3.25,Graduate
201308,CS 8803,HIE,86966,"Choi,Myung C",63%,38%,,,,,,,,,,100%,Very Small (Fewer than 10 students),3.63,Graduate
201308,CS 8803,DAI,90722,"Best,Michael L",80%,20%,,,,,,,,,,100%,Small (10-20 students),3.80,Graduate
201308,CS 8803,LIC,89912,"Peikert,Christopher Jason",80%,,,,,,,10%,,10%,,100%,Small (10-20 students),4.00,Graduate
201308,CS 8803,FPL,88931,"Naik,Mayur Hiru",91%,,,,,,,,,9%,,100%,Small (10-20 students),4.00,Graduate
201308,CS 8803,SRD,91286,"Walker,Bruce N",100%,,,,,,,,,,,100%,Small (10-20 students),4.00,Graduate
201308,CS 8803,NS,89913,"Dovrolis,Konstantinos",85%,,,,,,,,,15%,,100%,Small (10-20 students),4.00,Graduate
201308,CS 8803,SOC,87700,"Gilbert,Eric E",71%,26%,,,3%,,,,,,,100%,Large (31-49 students),3.63,Graduate
201308,CS 8803,MAS,86206,"Clark,Russell J",76%,20%,,,,,,,,,5%,100%,Large (31-49 students),3.79,Graduate
201308,CS 8804,MLR,90812,"Pradalier,Cedric",33%,33%,11%,11%,,,,,,,11%,100%,Very Small (Fewer than 10 students),3.00,Graduate
201308,CS 8903,A08,86001,"Arriaga,Rosa I",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 8903,B03,81820,"Bobick,Aaron",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 8903,B05,82456,"Blough,Douglas M",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 8903,B09,86002,"Best,Michael L",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 8903,C04,83451,"Clark,Russell J",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 8903,D04,82279,"Dellaert,Frank",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 8903,D09,85244,"Do,Yi-Luen Ellen",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 8903,E05,83624,"Edwards,Warren Keith",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 8903,G02,80223,"Goel,Ashok K",,100%,,,,,,,,,,100%,Very Small (Fewer than 10 students),3.00,Graduate
201308,CS 8903,G06,83625,"Grinter,Rebecca Elizabeth",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 8903,G08,85164,"Gavrilovska Habl,Ada",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 8903,I01,80225,"Isbell Jr,Charles Lee",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 8903,K09,88430,"Kemp,Charles C",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 8903,N01,80232,"Navathe,Shamkant B",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 8903,P02,81824,"Pu,Calton",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 8903,P09,85214,"Park,Haesun",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 8903,P14,91496,"Pradalier,Cedric",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 8903,QT7,91275,"Traynor,Patrick Gerard",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 8903,R12,85972,"Riedl,Mark O",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 8903,R14,87461,"Royal,Paul H",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 8903,S04,80242,"Stasko,John T",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 8903,T02,80243,"Turk,Gregory",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 8903,T06,89234,"Tetali,Prasad",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 8903,V05,85971,"Vempala,Santosh Srinivas",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 8903,V06,91559,"Vuduc,Richard Wilson",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 8903,X01,82020,"Xu,Jun",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 8903,Z01,80246,"Zegura,Ellen",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 8903,A01,80216,"Abowd,Gregory D",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 8903,A06,80219,"Arkin,Ronald C",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 8903,A11,89355,"Anton,Ana I",50%,,,,,50%,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 8903,B02,80220,"Bruckman,Amy S",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 8903,B14,86928,"Balcan,Maria-Florina",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 8903,C11,91495,"Chau,Duen Horng",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 8903,M08,82411,"Jackson,Melody Moore",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 8903,M14,85008,"Mazalek,Alexandra",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 8903,O02,83583,"Orso,Alessandro",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 8903,R04,80238,"Rossignac,Jaroslaw R",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 8903,T05,85239,"Thomaz,Andrea Lockerd",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 8903,T07,86045,"Traynor,Patrick Gerard",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 8903,W01,82287,"Walker,Bruce N",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 8903,C07,85241,"Christensen,Henrik Iskov",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 8903,D10,89699,"Disalvo,Elizabeth Nora",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 8903,E08,89394,"Eisenstein,Jacob R",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 8903,L05,82197,"Lee,Wenke",67%,,,,,,,33%,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 8903,M16,87491,"Magerko,Brian S",67%,33%,,,,,,,,,,100%,Very Small (Fewer than 10 students),3.67,Graduate
201308,CS 8903,S06,80241,"Starner,Thad E",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 8903,S20,91379,"Song,Le",33%,67%,,,,,,,,,,100%,Very Small (Fewer than 10 students),3.33,Graduate
201308,CS 8903,F07,84475,"Feamster,Nicholas G",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 8903,L03,81740,"Liu,Ling",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 8903,R08,82281,"Rehg,James Matthew",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 8903,S02,80240,"Schwans,Karsten",100%,,,,,,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 8903,R02,80236,"Ramachandran,Umakishore",80%,,,,,20%,,,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 8903,S16,86604,"Stilman,Michael",80%,,,,,,,20%,,,,100%,Very Small (Fewer than 10 students),4.00,Graduate
201308,CS 8997,GTA,81140,"Isbell Jr,Charles Lee",,,,,,,,,,100%,,100%,Small (10-20 students),N/A,Graduate
201308,CS 8998,A12,91245,"Aluru,Srinivas",,,,,,,,,,100%,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 8998,P14,91522,"Pradalier,Cedric",,,,,,,,,,100%,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 8998,GRA,81141,"Isbell Jr,Charles Lee",,,,,,,,,,100%,,100%,Very Large (50 students or more),N/A,Graduate
201308,CS 8999,A04,86516,"Ammar,Mostafa H",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 8999,A08,86556,"Arriaga,Rosa I",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 8999,B03,86557,"Bobick,Aaron",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 8999,B04,86536,"Balch,Tucker R",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 8999,B06,86537,"Boldyreva,Alexandra O",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 8999,B16,90915,"Basole,Rahul C",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 8999,C07,86540,"Christensen,Henrik Iskov",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 8999,D07,86544,"Dovrolis,Konstantinos",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 8999,G03,86552,"Guzdial,Mark",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 8999,G11,89341,"Gilbert,Eric E",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 8999,I01,86561,"Isbell Jr,Charles Lee",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 8999,L10,86568,"Liu,Cheng-Yun Karen",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 8999,M05,86570,"Mynatt,Elizabeth D",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 8999,M07,86572,"Mihail,Kalomire-Eleni",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 8999,N01,86574,"Navathe,Shamkant B",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 8999,N05,89207,"Naik,Mayur Hiru",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 8999,P12,88367,"Peikert,Christopher Jason",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 8999,R02,86582,"Ramachandran,Umakishore",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 8999,S04,86589,"Stasko,John T",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 8999,S06,86590,"Starner,Thad E",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 8999,T05,86594,"Thomaz,Andrea Lockerd",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 8999,T07,86595,"Traynor,Patrick Gerard",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 8999,V03,86598,"Vigoda,Eric Joseph",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 8999,V05,86599,"Vempala,Santosh Srinivas",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 8999,A02,86515,"Ahamad,Mustaque",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 8999,D04,86543,"Dellaert,Frank",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 8999,F08,89358,"Fortnow,Lance Jeremy",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 8999,M06,86571,"MacIntyre,Blair",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 8999,M08,86573,"Jackson,Melody Moore",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 8999,A01,86514,"Abowd,Gregory D",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 8999,E03,86547,"Essa,Irfan A",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 8999,O02,86575,"Orso,Alessandro",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 8999,P02,86577,"Pu,Calton",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 8999,R08,86586,"Rehg,James Matthew",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 8999,S16,86592,"Stilman,Michael",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 8999,K06,86563,"Kim,Hyesoon",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 8999,L03,86564,"Liu,Ling",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 8999,L05,86566,"Lee,Wenke",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 8999,F07,86550,"Feamster,Nicholas G",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 8999,S02,86588,"Schwans,Karsten",,,,,,,,75%,25%,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 9000,A02,80248,"Ahamad,Mustaque",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 9000,B02,80251,"Bruckman,Amy S",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 9000,B03,81825,"Bobick,Aaron",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 9000,B04,82282,"Balch,Tucker R",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 9000,D07,80253,"Dovrolis,Konstantinos",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 9000,D09,86915,"Do,Yi-Luen Ellen",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 9000,E05,83626,"Edwards,Warren Keith",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 9000,F08,89359,"Fortnow,Lance Jeremy",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 9000,G06,83627,"Grinter,Rebecca Elizabeth",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 9000,K06,87190,"Kim,Hyesoon",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 9000,K09,87440,"Kemp,Charles C",,,,,,,,100%,,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
201308,CS 9000,L06,83095,"Lee,Hsien-Hsin Sean",,,,,,,,,100%,,,100%,Very Small (Fewer than 10 students),N/A,Graduate
